,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_without_priors.json,0.6428571428571429,0.9285714285714286,0.9285714285714286,1.0,1.0,0.69921875,0.10684769775678866,0.5714285714285714,33.357142857142854,1,3,7,10,12,0,1,10,21,37,242,241,232,221,205,13,11,7,4,2,1.0,0.995868,0.958678,0.913223,0.847107
1,metrics_sim_with_priors.json,0.6,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,0.6627906976744186,0.11440329218106995,0.5333333333333333,35.8,1,3,7,11,13,3,5,13,21,36,240,238,230,222,207,14,12,8,4,2,0.987654,0.979424,0.946502,0.91358,0.851852
