,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_without_priors.json,0.15454545454545454,0.35454545454545455,0.7,0.9272727272727272,0.9818181818181818,0.14236377590176516,0.3597430597626599,0.05454545454545454,1890.909090909091,11,27,55,82,99,372,839,1522,2711,3481,4730,4263,3580,2391,1621,99,83,55,28,11,0.927087,0.835555,0.701686,0.46864,0.317719
1,metrics_sim_with_priors.json,0.12612612612612611,0.36036036036036034,0.7387387387387387,0.9369369369369369,0.9819819819819819,0.13176064441887228,0.35464212007421886,0.02702702702702703,1865.7387387387387,11,27,55,83,99,316,836,1553,2526,3485,4787,4267,3550,2577,1618,100,84,56,28,12,0.938076,0.836175,0.695669,0.504997,0.317068
