,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_without_priors.json,0.8125,0.96875,1.0,1.0,1.0,0.7530487804878049,0.054154829545454544,0.71875,121.34375,3,8,16,24,28,10,16,46,94,230,1926,1920,1890,1842,1706,29,24,16,8,4,0.994835,0.991736,0.97624,0.951446,0.881198
1,metrics_sim_with_priors.json,0.8484848484848485,0.9696969696969697,0.9696969696969697,1.0,1.0,0.7649746192893401,0.05384771827724848,0.7575757575757576,121.3030303030303,3,8,16,24,29,7,14,49,95,175,1930,1923,1888,1842,1762,30,25,17,9,4,0.996386,0.992772,0.974703,0.950955,0.909654
