,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_without_priors.json,0.972972972972973,1.0,1.0,1.0,1.0,0.89740202553941,0.01598824129345772,0.8648648648648649,91.02702702702703,3,9,18,27,33,23,39,54,64,88,4482,4466,4451,4441,4417,34,28,19,10,4,0.994895,0.991343,0.988013,0.985794,0.980466
1,metrics_sim_with_priors.json,0.0,0.0,1.0,1.0,1.0,0.5785651408450704,0.3367206298035368,-0.10526315789473684,1536.7631578947369,3,9,19,28,34,1443,1473,1510,1528,1547,3063,3033,2996,2978,2959,35,29,19,10,4,0.67976,0.673103,0.664891,0.660897,0.65668
