record_id,td_sim_0,td_sim_1,record_atd
29,84.0,82.0,83.0
63,87.0,84.0,85.5
146,8.0,12.0,10.0
162,215.0,228.0,221.5
228,5.0,19.0,12.0
255,368.0,290.0,329.0
256,3.0,21.0,12.0
279,,30.0,30.0
376,10.0,23.0,16.5
478,12.0,6.0,9.0
543,65.0,54.0,59.5
567,217.0,229.0,223.0
626,80.0,72.0,76.0
641,23.0,33.0,28.0
682,26.0,38.0,32.0
804,66.0,57.0,61.5
843,73.0,56.0,64.5
845,13.0,7.0,10.0
870,161.0,155.0,158.0
933,62.0,52.0,57.0
average_simulation_TD,83.05263157894737,77.4,
